AÑO,SEMESTRE,SEXO BIOLOGICO,PROGRAMA,PAIS NACIMIENTO,DEPARTAMENTO NACIMIENTO,MUNICIPIO NACIMIENTO,NUMERO MATERIAS INSCRITAS,NUMERO MATERIAS APROBADAS,NIVEL_ACADEMICO,ESTRATO,ESTUDIANTE_ID,DESERCION
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,21874728,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Dabeiba,6.0,6.0,Pregrado,1,c5b3ecab,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,"Bogotá, D.C.","Bogotá, D.C.",7.0,7.0,Pregrado,3,2b03b787,1.0
2024,1,F,TECNOLOGÍA EN DESARROLLO COMUNITARIO,Colombia,Magdalena,Ciénaga,4.0,4.0,Pregrado,2,106be30a,0.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Antioquia,Barbosa,7.0,7.0,Pregrado,2,01152b46,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Carepa,6.0,5.0,Pregrado,1,f7ff34e6,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Betulia,4.0,4.0,Pregrado,3,e6487847,0.0
2024,1,M,TRABAJO SOCIAL,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,2,a0062078,0.0
2024,1,M,INGENIERÍA MECATRÓNICA,Colombia,Antioquia,Betulia,6.0,0.0,Pregrado,4,325f3d49,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Peñol,4.0,4.0,Pregrado,2,114e89fc,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Itagüí,7.0,7.0,Pregrado,3,039924c5,1.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,e215966b,0.0
2024,1,M,TRABAJO SOCIAL,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,3,caf77fcc,
2024,1,M,PUBLICIDAD Y MERCADEO DIGITAL,Colombia,Risaralda,Pereira,7.0,0.0,Pregrado,3,1af5a363,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,"Bogotá, D.C.","Bogotá, D.C.",7.0,7.0,Pregrado,3,3d5b93db,1.0
2024,1,F,ESPECIALIZACIÓN EN PROGRAMACIÓN APLICADA,Colombia,Antioquia,Medellín,3.0,3.0,Posgrado,4,9225191c,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,"Bogotá, D.C.","Bogotá, D.C.",5.0,3.0,Pregrado,2,e8d3c0df,1.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Bolívar,Cartagena de Indias,6.0,2.0,Pregrado,1,75b40d64,0.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Antioquia,Medellín,7.0,3.0,Pregrado,Sin información,79f5aa64,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Itagüí,5.0,5.0,Pregrado,3,e02a6cc1,
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Antioquia,Donmatías,7.0,7.0,Pregrado,3,8916d914,1.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Bello,7.0,6.0,Pregrado,3,6b5e2e49,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,2,344b2b46,0.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Caldas,Manizales,7.0,7.0,Pregrado,3,9e6d312c,1.0
2024,1,M,Especialización en Gerencia de la Seguridad y Salud en el Trabajo,Colombia,Tolima,Ibagué,3.0,3.0,Posgrado,5,a7b1cfcd,1.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,1,1eb89a9c,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Sonsón,7.0,7.0,Pregrado,1,24d56f6c,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Itagüí,1.0,0.0,Pregrado,1,44b0a85c,1.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Yarumal,5.0,5.0,Pregrado,3,a760b73d,0.0
2024,1,F,Ingeniería de Software y Datos,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,3,dc3c4ec5,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Yolombó,4.0,3.0,Pregrado,2,30f6a1d4,0.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Antioquia,Amagá,7.0,6.0,Pregrado,4,9df96b5a,1.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Valle del Cauca,Santiago de Cali,7.0,7.0,Pregrado,2,97471869,0.0
2024,1,M,INGENIERÍA MECATRÓNICA,Colombia,Antioquia,Medellín,6.0,6.0,Pregrado,2,4694c398,0.0
2024,1,F,CIENCIAS AMBIENTALES,Colombia,Magdalena,Chivolo,7.0,7.0,Pregrado,1,3c01402e,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Zaragoza,6.0,6.0,Pregrado,2,5f48f364,0.0
2024,1,F,TECNOLOGÍA EN DESARROLLO COMUNITARIO,Colombia,Bolívar,Magangué,4.0,4.0,Pregrado,2,7aeb9de3,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,3,5d9ee6d3,
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Medellín,6.0,6.0,Pregrado,2,0b3c8f1b,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Bello,7.0,7.0,Pregrado,2,b2670ada,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Meta,Villavicencio,4.0,4.0,Pregrado,1,b305ca90,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Valle del Cauca,Santiago de Cali,1.0,0.0,Pregrado,1,9f3ef3f8,0.0
2024,1,M,TRABAJO SOCIAL,Colombia,Antioquia,Puerto Triunfo,4.0,4.0,Pregrado,1,53393902,1.0
2024,1,F,TRABAJO SOCIAL,Colombia,Magdalena,Pivijay,5.0,4.0,Pregrado,1,62694974,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Arboletes,4.0,4.0,Pregrado,2,3aac5ee8,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,Arboletes,5.0,5.0,Pregrado,1,d508b7c2,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Cauca,Páez,5.0,5.0,Pregrado,1,51bfd934,0.0
2024,1,F,Ingeniería de Software y Datos,Colombia,Antioquia,Ituango,5.0,1.0,Pregrado,1,f2d4b4d2,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Abejorral,5.0,5.0,Pregrado,2,b01f6a2b,0.0
2024,1,F,ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA,Colombia,Antioquia,Medellín,3.0,3.0,Posgrado,3,06446189,1.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Dabeiba,7.0,0.0,Pregrado,1,5df7192a,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Chocó,Quibdó,7.0,5.0,Pregrado,1,802f41b5,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Yarumal,7.0,7.0,Pregrado,3,4ae18f14,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,3,14ff17b4,1.0
2024,1,F,TRABAJO SOCIAL,Colombia,Nariño,Ricaurte,4.0,3.0,Pregrado,1,2f764e3e,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Casanare,Yopal,5.0,5.0,Pregrado,2,93b1e844,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Antioquia,Cáceres,5.0,5.0,Pregrado,1,ecaf730d,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,La Guajira,Maicao,5.0,5.0,Pregrado,1,b893b679,0.0
2024,1,M,PUBLICIDAD Y MERCADEO DIGITAL,Colombia,Antioquia,La Ceja,6.0,6.0,Pregrado,3,57b07480,1.0
2024,1,M,PUBLICIDAD Y MERCADEO DIGITAL,Colombia,Antioquia,Caucasia,2.0,2.0,Pregrado,2,c0f38ec1,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,e4f1921e,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,f72a7a49,0.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Nariño,Linares,7.0,0.0,Pregrado,1,52c631b1,0.0
2024,1,F,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Medellín,7.0,6.0,Pregrado,1,46c2c194,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Itagüí,7.0,7.0,Pregrado,1,3ac4ba23,no_dato
2024,1,M,TRABAJO SOCIAL,Colombia,Chocó,Atrato,5.0,5.0,Pregrado,1,c66d4b51,1.0
2024,1,M,Especialización en Tecnologías Digitales para el Aprendizaje,Colombia,Valle del Cauca,Guadalajara de Buga,3.0,3.0,Posgrado,1,bb00d2bd,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,3,f4c6a7b2,0.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Córdoba,Puerto Libertador,7.0,6.0,Pregrado,1,fd439db8,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Magdalena,Sabanas de San Ángel,5.0,5.0,Pregrado,1,3f3d9587,1.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Magdalena,Ciénaga,7.0,7.0,Pregrado,1,36c73832,no_dato
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Medellín,7.0,5.0,Pregrado,3,fa7108fd,0.0
2024,1,M,INGENIERÍA MECATRÓNICA,Colombia,Huila,Neiva,7.0,3.0,Pregrado,4,1936ec48,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,e3b95d28,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,2,93a8cdfd,1.0
2024,1,M,ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA,Colombia,Antioquia,Medellín,3.0,3.0,Posgrado,4,0c9f9169,
2024,1,M,TRABAJO SOCIAL,Colombia,Antioquia,Envigado,4.0,4.0,Pregrado,2,d1bb82f6,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,San Rafael,7.0,7.0,Pregrado,2,5d95f8d9,0.0
2024,1,F,CIENCIAS AMBIENTALES,Colombia,Antioquia,Santa Bárbara,6.0,6.0,Pregrado,3,9fb294ba,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,4.0,Pregrado,2,a8dd4f65,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Magdalena,Fundación,5.0,5.0,Pregrado,1,2f6bbf0d,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Santa Bárbara,7.0,0.0,Pregrado,3,03f18f36,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Turbo,9.0,9.0,Pregrado,2,15733d01,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,Turbo,5.0,0.0,Pregrado,1,03d87efd,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,Apartadó,5.0,5.0,Pregrado,2,a5c59082,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Santa Bárbara,7.0,7.0,Pregrado,2,925371e2,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS,Colombia,Antioquia,San Jerónimo,7.0,7.0,Pregrado,1,a83234c8,1.0
2024,1,M,INGENIERÍA MECATRÓNICA,Colombia,Antioquia,Gómez Plata,6.0,3.0,Pregrado,2,2da71113,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Frontino,7.0,6.0,Pregrado,2,49670bd0,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Gómez Plata,7.0,7.0,Pregrado,2,b64a62aa,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Córdoba,Ayapel,4.0,4.0,Pregrado,2,1d883da1,1.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Córdoba,Chinú,7.0,7.0,Pregrado,3,e253ccb4,1.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Córdoba,Pueblo Nuevo,1.0,0.0,Pregrado,1,dd355f48,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Magdalena,Aracataca,6.0,6.0,Pregrado,1,9c62bca1,0.0
2024,1,M,TRABAJO SOCIAL,Colombia,Magdalena,El Banco,4.0,0.0,Pregrado,1,11f807fe,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Rionegro,7.0,0.0,Pregrado,1,8b851f3a,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,8.0,8.0,Pregrado,3,e18b9458,1.0
2024,1,M,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,Guadalupe,5.0,5.0,Pregrado,2,c175cf2a,1.0
2024,1,F,CIENCIAS AMBIENTALES,Colombia,Antioquia,Puerto Berrío,6.0,6.0,Pregrado,2,7f1fd1a0,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS,Colombia,Antioquia,Bello,7.0,0.0,Pregrado,2,14d59a1c,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Venecia,7.0,0.0,Pregrado,3,badb75ba,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Bello,7.0,7.0,Pregrado,3,6c765d94,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Córdoba,San Andrés de Sotavento,4.0,0.0,Pregrado,1,f5f439bc,0.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Sucre,Sincelejo,5.0,3.0,Pregrado,3,85867467,1.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS,Colombia,Magdalena,Tenerife,7.0,7.0,Pregrado,1,9b79cc24,0.0
2024,1,F,ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,Colombia,Antioquia,Caucasia,5.0,5.0,Posgrado,3,afd300e5,0.0
2024,1,M,ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA,Colombia,Tolima,Ibagué,3.0,3.0,Posgrado,3,a7080cdb,0.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Bello,7.0,7.0,Pregrado,2,bca62fdd,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Rionegro,6.0,0.0,Pregrado,1,e3823dd1,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Magdalena,Santa Marta,6.0,6.0,Pregrado,1,e4783afc,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS,Colombia,"Bogotá, D.C.","Bogotá, D.C.",7.0,7.0,Pregrado,3,bec0b612,0.0
2024,1,F,ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA,Colombia,Córdoba,Montelíbano,3.0,3.0,Posgrado,3,0e265d08,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Meta,Villavicencio,6.0,6.0,Pregrado,2,db467339,1.0
2024,1,F,ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,Colombia,Antioquia,Medellín,5.0,5.0,Posgrado,3,2e9904b0,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Medellín,4.0,0.0,Pregrado,3,e9036a48,0.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Quindío,Armenia,7.0,4.0,Pregrado,2,9120aedd,0.0
2024,1,F,TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA,Colombia,Valle del Cauca,Palmira,7.0,6.0,Pregrado,1,a9c46fb4,0.0
2024,1,M,TECNOLOGÍA EN DESARROLLO COMUNITARIO,Colombia,Magdalena,Pedraza,4.0,0.0,Pregrado,1,5d18a29f,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Valle del Cauca,Santiago de Cali,7.0,7.0,Pregrado,4,d50110d1,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,1,7e9c8e19,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Belmira,7.0,7.0,Pregrado,2,9af71179,0.0
2024,1,M,ESPECIALIZACIÓN EN ANÁLITICA Y  BIG DATA,Colombia,Antioquia,Medellín,3.0,0.0,Posgrado,4,c4405f4a,1.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Magdalena,Santa Marta,6.0,3.0,Pregrado,1,ed8a32c5,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,Valle del Cauca,Santiago de Cali,5.0,0.0,Pregrado,2,a801392c,0.0
2024,1,F,Tecnología en Gestión Logística Portuaria y del Transporte,Colombia,Antioquia,Turbo,4.0,0.0,Pregrado,1,082b903b,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Norte de Santander,San José de Cúcuta,5.0,1.0,Pregrado,4,0b30d745,0.0
2024,1,M,ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,Colombia,Antioquia,Medellín,5.0,5.0,Posgrado,3,c4885408,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Sonsón,6.0,5.0,Pregrado,3,ad4151df,1.0
2024,1,F,Especialización en Tecnologías Digitales para el Aprendizaje,Colombia,Antioquia,Medellín,3.0,3.0,Posgrado,3,78ffc6e6,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Itagüí,6.0,6.0,Pregrado,2,18d052c9,1.0
2024,1,F,Ingeniería de Software y Datos,Colombia,Antioquia,Medellín,5.0,0.0,Pregrado,2,02ed3975,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,Medellín,5.0,0.0,Pregrado,2,f9da20e1,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,Apartadó,5.0,5.0,Pregrado,2,e7046897,1.0
2024,1,M,TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA,Colombia,Antioquia,Medellín,5.0,1.0,Pregrado,2,863953b5,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Santa Bárbara,7.0,3.0,Pregrado,3,c0d7433a,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,4.0,3.0,Pregrado,2,6743abac,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,d2201400,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,2,0a0ad052,0.0
2024,1,F,PUBLICIDAD Y MERCADEO DIGITAL,Colombia,Magdalena,Santa Marta,7.0,7.0,Pregrado,3,efd60304,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Magdalena,El Retén,5.0,5.0,Pregrado,1,98c59ccf,
2024,1,M,Ingeniería de Software y Datos,Colombia,Antioquia,Caucasia,5.0,0.0,Pregrado,2,d268c802,0.0
2024,1,F,PUBLICIDAD Y MERCADEO DIGITAL,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,7cd1a54f,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Copacabana,7.0,7.0,Pregrado,2,37ff6ed0,1.0
2024,1,M,ESPECIALIZACIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,Colombia,Antioquia,San Francisco,5.0,5.0,Posgrado,4,6b5cbf6b,0.0
2024,1,F,TECNOLOGÍA EN GESTIÓN COMERCIAL AGROEMPRESARIAL,Colombia,Antioquia,Santa Fé de Antioquia,4.0,0.0,Pregrado,2,9b9b2ee4,0.0
2024,1,F,TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA,Colombia,Antioquia,Medellín,7.0,3.0,Pregrado,1,ff5a7f94,0.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Chigorodó,7.0,0.0,Pregrado,2,49a647ea,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Abejorral,7.0,7.0,Pregrado,3,4a4bd040,0.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Córdoba,Sahagún,7.0,7.0,Pregrado,2,27e876a8,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Jericó,6.0,5.0,Pregrado,1,ad2badef,1.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Antioquia,Caucasia,9.0,9.0,Pregrado,1,09b14c7f,0.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Magdalena,Santa Marta,7.0,6.0,Pregrado,2,70e868a5,1.0
2024,1,M,TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA,Colombia,Antioquia,San Carlos,7.0,7.0,Pregrado,3,c37d8777,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,7.0,6.0,Pregrado,2,3d1578ff,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,3,f4669d47,no_dato
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Itagüí,7.0,7.0,Pregrado,2,6763a238,1.0
2024,1,F,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Medellín,10.0,10.0,Pregrado,2,a487e924,0.0
2024,1,M,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,Donmatías,5.0,0.0,Pregrado,2,045f2adf,0.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS Y HOTELERAS,Colombia,Antioquia,Gómez Plata,7.0,7.0,Pregrado,3,8c35b2b5,1.0
2024,1,F,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Valle del Cauca,Tuluá,7.0,0.0,Pregrado,2,2a88767a,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Medellín,5.0,0.0,Pregrado,1,2e7879e1,1.0
2024,1,M,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Arboletes,7.0,7.0,Pregrado,1,ad6a5ccf,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,Antioquia,San Juan de Urabá,5.0,3.0,Pregrado,1,669409ea,1.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Antioquia,Apartadó,7.0,7.0,Pregrado,2,9f0d34e9,no_dato
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Cisneros,2.0,2.0,Pregrado,2,0fdb2e15,0.0
2024,1,M,TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA,Colombia,Antioquia,Liborina,6.0,5.0,Pregrado,2,d15196eb,
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,3,082b4278,1.0
2024,1,M,CIENCIAS AMBIENTALES,Colombia,Antioquia,Santa Rosa de Osos,7.0,7.0,Pregrado,2,19b94525,0.0
2024,1,F,CIENCIAS AMBIENTALES,Colombia,Antioquia,Concepción,6.0,5.0,Pregrado,3,dfc0e5c2,1.0
2024,1,M,ADMINISTRACIÓN DE EMPRESAS,Colombia,Antioquia,Caldas,7.0,7.0,Pregrado,2,7eef4aa0,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Ciudad Bolívar,6.0,6.0,Pregrado,2,8b98b76a,
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,"Bogotá, D.C.","Bogotá, D.C.",5.0,5.0,Pregrado,2,34db28ae,0.0
2024,1,F,ADMINISTRACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO,Colombia,Antioquia,Medellín,7.0,0.0,Pregrado,3,050b2410,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,Antioquia,Medellín,4.0,2.0,Pregrado,2,a2ec44ba,0.0
2024,1,F,Licenciatura en Educación Básica Primaria,Colombia,"Bogotá, D.C.","Bogotá, D.C.",5.0,5.0,Pregrado,1,98544700,
2024,1,F,PUBLICIDAD Y MERCADEO DIGITAL,Colombia,Antioquia,Medellín,7.0,7.0,Pregrado,2,8b859552,1.0
2024,1,F,TECNOLOGÍA EN GESTIÓN COMERCIAL AGROEMPRESARIAL,Colombia,Arauca,Cravo Norte,4.0,4.0,Pregrado,1,edc5af22,0.0
2024,1,M,TECNOLOGIA EN GESTION CATASTRAL Y AGRIMENSURA,Colombia,Antioquia,Heliconia,1.0,1.0,Pregrado,2,cec630c5,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Risaralda,Apía,5.0,5.0,Pregrado,2,3b39b017,0.0
2024,1,M,Ingeniería de Software y Datos,Colombia,Antioquia,Medellín,5.0,5.0,Pregrado,3,40fac42f,1.0
2024,1,M,TRABAJO SOCIAL,Colombia,Antioquia,Barbosa,4.0,0.0,Pregrado,2,b0a27f08,0.0
2024,1,M,TECNOLOGÍA EN DESARROLLO DE SOFTWARE,Colombia,Antioquia,Medellín,5.0,4.0,Pregrado,2,af38f6ee,0.0
2024,1,F,TRABAJO SOCIAL,Colombia,"Bogotá, D.C.","Bogotá, D.C.",5.0,5.0,Pregrado,3,b2f28103,0.0
